Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Quantity,Discount,Sales,Profit,Profit Margin,Order Month,Order Year
ORD-12099,02-08-2023,04-08-2023,Second Class,CUST-1547,Corporate,India,Chennai,Tamil Nadu,South,Furniture,Storage,Office Chair,3,0.15,420.79,25.4,0.060362651,2023-08,2023
ORD-11724,02-05-2024,05-05-2024,Standard,CUST-1216,Consumer,India,Delhi,Delhi,North,Office Supplies,Stationery,Sticky Notes,2,0.3,231.26,0.87,0.003761999,2024-05,2024
ORD-11418,09-07-2024,12-07-2024,Second Class,CUST-1395,Consumer,India,Lucknow,Uttar Pradesh,North,Technology,Accessories,Mechanical Keyboard,3,0.1,759.9,37.66,0.049559153,2024-07,2024
ORD-10440,18-01-2024,21-01-2024,Standard,CUST-1349,Corporate,India,Mumbai,Maharashtra,West,Technology,Printers,Monitor,5,0.15,564.19,46.7,0.082773534,2024-01,2024
ORD-10845,30-01-2025,01-02-2025,Second Class,CUST-1409,Home Office,India,Hyderabad,Telangana,South,Office Supplies,Stationery,Envelope Pack,5,0.15,751.26,31.67,0.042155845,2025-01,2025
ORD-11959,05-02-2023,07-02-2023,First Class,CUST-1572,Home Office,India,Delhi,Delhi,North,Office Supplies,Writing,Notebook,2,0.1,309.8,28.2,0.091026469,2023-02,2023
ORD-11970,23-10-2025,25-10-2025,Second Class,CUST-1140,Corporate,India,Delhi,Delhi,North,Office Supplies,Binders,Desk Organizer,1,0,273.57,36,0.131593376,2025-10,2025
ORD-10396,09-11-2024,11-11-2024,Standard,CUST-1133,Consumer,India,Jaipur,Rajasthan,North,Office Supplies,Stationery,Notebook,3,0,479.14,78.99,0.16485787,2024-11,2024
ORD-12270,08-10-2024,11-10-2024,Standard,CUST-1320,Corporate,India,Hyderabad,Telangana,South,Technology,Computers,Wireless Headset,1,0,319.78,57.74,0.180561636,2024-10,2024
ORD-12036,21-09-2025,24-09-2025,First Class,CUST-1347,Consumer,India,Delhi,Delhi,North,Furniture,Tables,Reception Desk,2,0.05,671.39,45.11,0.067188966,2025-09,2025
ORD-10612,10-07-2025,12-07-2025,Standard,CUST-1123,Home Office,India,Pune,Maharashtra,West,Office Supplies,Stationery,Printer Paper,4,0.3,394.06,-11.58,-0.029386388,2025-07,2025
ORD-10936,27-08-2025,29-08-2025,Second Class,CUST-1388,Corporate,India,Bhopal,Madhya Pradesh,Central,Office Supplies,Stationery,Desk Organizer,3,0,170.07,31.72,0.186511436,2025-08,2025
ORD-12451,19-05-2024,23-05-2024,Standard,CUST-1478,Home Office,India,Mumbai,Maharashtra,West,Office Supplies,Writing,Notebook,4,0.3,96.91,-3.64,-0.037560623,2024-05,2024
ORD-12024,15-08-2024,20-08-2024,Standard,CUST-1206,Consumer,India,Delhi,Delhi,North,Technology,Accessories,Tablet,1,0,81.07,17.54,0.216356235,2024-08,2024
ORD-12362,21-10-2023,24-10-2023,Second Class,CUST-1144,Home Office,India,Mumbai,Maharashtra,West,Office Supplies,Paper,Ball Pen Set,3,0,329.11,45.71,0.138889733,2023-10,2023
ORD-11300,13-08-2023,16-08-2023,Standard,CUST-1358,Home Office,India,Chennai,Tamil Nadu,South,Office Supplies,Paper,File Binder,4,0,610.1,100.61,0.164907392,2023-08,2023
ORD-12451,01-06-2025,03-06-2025,First Class,CUST-1567,Consumer,India,Bengaluru,Karnataka,South,Technology,Accessories,Smartphone,4,0.05,712.43,108.3,0.152014935,2025-06,2025
ORD-10055,09-09-2024,11-09-2024,Standard,CUST-1029,Consumer,India,Lucknow,Uttar Pradesh,North,Technology,Computers,Smartphone,2,0,378.67,77.85,0.205587979,2024-09,2024
ORD-12493,12-05-2023,17-05-2023,Second Class,CUST-1488,Corporate,India,Chennai,Tamil Nadu,South,Technology,Computers,Wireless Headset,5,0.1,1166.4,153.53,0.131627229,2023-05,2023
ORD-11897,22-05-2024,26-05-2024,Standard,CUST-1432,Consumer,India,Mumbai,Maharashtra,West,Technology,Phones,USB-C Hub,1,0.05,187.13,44.68,0.238764495,2024-05,2024
ORD-10398,25-05-2023,28-05-2023,Standard,CUST-1265,Corporate,India,Delhi,Delhi,North,Technology,Computers,Wireless Headset,3,0,1381.17,231.09,0.167314668,2023-05,2023
ORD-10007,18-03-2025,22-03-2025,Second Class,CUST-1275,Corporate,India,Hyderabad,Telangana,South,Office Supplies,Paper,Envelope Pack,4,0.3,442.99,8.64,0.019503826,2025-03,2025
ORD-12351,15-12-2024,18-12-2024,Standard,CUST-1360,Corporate,India,Mumbai,Maharashtra,West,Technology,Printers,Business Laptop,3,0.1,559.49,76.35,0.136463565,2024-12,2024
ORD-11612,23-10-2023,25-10-2023,Standard,CUST-1483,Consumer,India,Delhi,Delhi,North,Technology,Printers,Wireless Headset,1,0,611.25,100.59,0.164564417,2023-10,2023
ORD-12029,18-07-2025,23-07-2025,Standard,CUST-1260,Consumer,India,Nagpur,Maharashtra,Central,Technology,Computers,Wireless Headset,3,0.15,1450.71,124.54,0.085847619,2025-07,2025
ORD-12365,08-12-2023,09-12-2023,Standard,CUST-1230,Consumer,India,Kolkata,West Bengal,East,Technology,Accessories,Monitor,2,0.1,1121.74,204.97,0.182725052,2023-12,2023
ORD-11216,09-12-2023,12-12-2023,Standard,CUST-1509,Consumer,India,Jaipur,Rajasthan,North,Furniture,Tables,Reception Desk,1,0.1,130.79,11.78,0.090068048,2023-12,2023
ORD-10008,28-02-2025,03-03-2025,Standard,CUST-1218,Corporate,India,Pune,Maharashtra,West,Furniture,Storage,Executive Chair,2,0.3,321.72,-27.12,-0.084296904,2025-02,2025
ORD-11323,05-03-2024,08-03-2024,Standard,CUST-1527,Corporate,India,Nagpur,Maharashtra,Central,Technology,Accessories,Smartphone,4,0.1,976.44,132.19,0.135379542,2024-03,2024
ORD-12085,28-03-2025,30-03-2025,Standard,CUST-1283,Home Office,India,Pune,Maharashtra,West,Office Supplies,Writing,Desk Organizer,2,0.1,99.08,11.38,0.114856681,2025-03,2025
ORD-10983,01-02-2023,06-02-2023,Standard,CUST-1398,Corporate,India,Ahmedabad,Gujarat,West,Technology,Printers,Wireless Headset,5,0.3,639.37,22.58,0.035316014,2023-02,2023
ORD-11107,24-08-2024,26-08-2024,First Class,CUST-1340,Corporate,India,Ahmedabad,Gujarat,West,Office Supplies,Binders,Ball Pen Set,2,0,109.68,13.25,0.120805981,2024-08,2024
ORD-10603,17-07-2025,20-07-2025,Standard,CUST-1401,Corporate,India,Chennai,Tamil Nadu,South,Technology,Accessories,Tablet,4,0.05,2502.85,499.24,0.199468606,2025-07,2025
ORD-12350,16-02-2024,19-02-2024,Standard,CUST-1238,Consumer,India,Jaipur,Rajasthan,North,Technology,Computers,Wireless Headset,3,0,752,122.32,0.162659574,2024-02,2024
ORD-10122,07-01-2025,11-01-2025,Second Class,CUST-1560,Corporate,India,Lucknow,Uttar Pradesh,North,Furniture,Tables,Filing Cabinet,4,0.15,1489.72,-63.34,-0.042518057,2025-01,2025
ORD-10026,24-11-2025,26-11-2025,Standard,CUST-1017,Consumer,India,Pune,Maharashtra,West,Office Supplies,Stationery,Sticky Notes,4,0.15,399.92,13.5,0.033756751,2025-11,2025
ORD-10701,19-06-2024,21-06-2024,Same Day,CUST-1472,Corporate,India,Ahmedabad,Gujarat,West,Technology,Accessories,USB-C Hub,1,0.1,261,32.05,0.122796935,2024-06,2024
ORD-10335,21-03-2023,25-03-2023,Second Class,CUST-1415,Consumer,India,Jaipur,Rajasthan,North,Technology,Printers,Mechanical Keyboard,3,0,408.24,99.11,0.242773859,2023-03,2023
ORD-11961,30-05-2025,01-06-2025,Standard,CUST-1464,Consumer,India,Bengaluru,Karnataka,South,Technology,Computers,Mechanical Keyboard,1,0.15,294.91,30.16,0.102268489,2025-05,2025
ORD-10065,06-05-2024,07-05-2024,Second Class,CUST-1079,Home Office,India,Lucknow,Uttar Pradesh,North,Furniture,Chairs,Standing Desk,3,0.05,1008.68,53.78,0.053317207,2024-05,2024
ORD-11625,16-05-2023,18-05-2023,Same Day,CUST-1125,Corporate,India,Mumbai,Maharashtra,West,Furniture,Chairs,Conference Table,1,0,532.72,69.96,0.131326025,2023-05,2023
ORD-11971,26-07-2024,29-07-2024,First Class,CUST-1140,Corporate,India,Nagpur,Maharashtra,Central,Technology,Computers,Monitor,1,0,202.21,42.7,0.211166609,2024-07,2024
ORD-11005,11-09-2024,14-09-2024,Same Day,CUST-1365,Corporate,India,Bhopal,Madhya Pradesh,Central,Furniture,Storage,Bookshelf,1,0.1,63.05,6.4,0.101506741,2024-09,2024
ORD-11805,31-01-2024,02-02-2024,First Class,CUST-1357,Consumer,India,Jaipur,Rajasthan,North,Office Supplies,Binders,Sticky Notes,3,0.15,468.22,20.08,0.042885823,2024-01,2024
ORD-11267,27-09-2023,29-09-2023,Same Day,CUST-1484,Corporate,India,Hyderabad,Telangana,South,Office Supplies,Writing,Envelope Pack,2,0.05,233.96,21.64,0.092494443,2023-09,2023
ORD-12464,08-11-2025,11-11-2025,Second Class,CUST-1182,Consumer,India,Ahmedabad,Gujarat,West,Furniture,Tables,Office Chair,5,0,387.66,66.39,0.171258319,2025-11,2025
ORD-12250,03-02-2024,06-02-2024,Second Class,CUST-1058,Consumer,India,Bhopal,Madhya Pradesh,Central,Furniture,Chairs,Standing Desk,3,0,1052.13,154.61,0.146949521,2024-02,2024
ORD-10803,14-10-2023,15-10-2023,Standard,CUST-1173,Consumer,India,Mumbai,Maharashtra,West,Furniture,Chairs,Standing Desk,2,0.3,517.08,-13.77,-0.026630309,2023-10,2023
ORD-12105,23-09-2023,26-09-2023,Standard,CUST-1170,Corporate,India,Mumbai,Maharashtra,West,Technology,Computers,Mechanical Keyboard,3,0.1,219.65,24.6,0.111996358,2023-09,2023
ORD-10140,30-07-2025,04-08-2025,Second Class,CUST-1265,Corporate,India,Ahmedabad,Gujarat,West,Office Supplies,Writing,Ball Pen Set,1,0.3,161.73,1.53,0.009460211,2025-07,2025
ORD-12082,13-06-2025,16-06-2025,Standard,CUST-1422,Consumer,India,Kolkata,West Bengal,East,Office Supplies,Binders,Ball Pen Set,1,0.3,199.84,-7.85,-0.039281425,2025-06,2025
ORD-12136,03-12-2025,08-12-2025,Standard,CUST-1042,Corporate,India,Kolkata,West Bengal,East,Technology,Printers,USB-C Hub,3,0,1822.5,270.61,0.148482853,2025-12,2025
ORD-10441,08-08-2024,10-08-2024,Standard,CUST-1496,Consumer,India,Bhopal,Madhya Pradesh,Central,Office Supplies,Paper,File Binder,1,0.15,80.78,7.35,0.090987868,2024-08,2024
ORD-10398,07-04-2025,09-04-2025,Standard,CUST-1235,Consumer,India,Pune,Maharashtra,West,Furniture,Office Furniture,Reception Desk,1,0.3,795.66,-34.11,-0.04287007,2025-04,2025
ORD-10392,10-08-2024,13-08-2024,Standard,CUST-1524,Corporate,India,Ahmedabad,Gujarat,West,Technology,Phones,Business Laptop,1,0.2,183.58,23.75,0.129371391,2024-08,2024
ORD-11716,02-06-2023,05-06-2023,Standard,CUST-1146,Consumer,India,Nagpur,Maharashtra,Central,Furniture,Storage,Bookshelf,2,0,329.72,39.07,0.11849448,2023-06,2023
ORD-11267,05-03-2024,07-03-2024,Standard,CUST-1302,Consumer,India,Ahmedabad,Gujarat,West,Furniture,Storage,Filing Cabinet,2,0.05,457.64,24.25,0.052989249,2024-03,2024
ORD-10800,10-10-2023,13-10-2023,Standard,CUST-1521,Consumer,India,Pune,Maharashtra,West,Technology,Phones,USB-C Hub,2,0.15,398.67,43.95,0.110241553,2023-10,2023
ORD-12394,17-01-2024,20-01-2024,Second Class,CUST-1568,Corporate,India,Pune,Maharashtra,West,Office Supplies,Binders,Envelope Pack,2,0.1,326.74,38.33,0.1173104,2024-01,2024
ORD-11868,13-12-2023,18-12-2023,Same Day,CUST-1289,Home Office,India,Chennai,Tamil Nadu,South,Technology,Printers,Smartphone,2,0,487.71,105.02,0.215332882,2023-12,2023
ORD-11401,26-03-2023,29-03-2023,First Class,CUST-1359,Consumer,India,Lucknow,Uttar Pradesh,North,Technology,Phones,Business Laptop,3,0.3,943.21,25.32,0.026844499,2023-03,2023
ORD-12121,20-01-2024,22-01-2024,Second Class,CUST-1282,Consumer,India,Delhi,Delhi,North,Furniture,Storage,Filing Cabinet,5,0.1,448.01,24.2,0.054016651,2024-01,2024
ORD-10161,23-12-2025,26-12-2025,First Class,CUST-1406,Consumer,India,Pune,Maharashtra,West,Office Supplies,Binders,Sticky Notes,2,0.3,201.04,-6.61,-0.032879029,2025-12,2025
ORD-12303,23-03-2024,27-03-2024,Standard,CUST-1035,Consumer,India,Delhi,Delhi,North,Office Supplies,Writing,File Binder,5,0.15,352.77,25.1,0.071151175,2024-03,2024
ORD-10372,28-10-2025,31-10-2025,Second Class,CUST-1424,Consumer,India,Hyderabad,Telangana,South,Office Supplies,Paper,Sticky Notes,3,0.2,454.62,20.32,0.04469667,2025-10,2025
ORD-10651,02-11-2023,04-11-2023,First Class,CUST-1193,Home Office,India,Lucknow,Uttar Pradesh,North,Office Supplies,Binders,Printer Paper,4,0,227.5,39.2,0.172307692,2023-11,2023
ORD-12271,16-11-2025,19-11-2025,Standard,CUST-1515,Consumer,India,Bhopal,Madhya Pradesh,Central,Technology,Computers,Mechanical Keyboard,2,0.1,571.72,74.68,0.130623382,2025-11,2025
ORD-11979,22-07-2023,23-07-2023,Same Day,CUST-1578,Home Office,India,Lucknow,Uttar Pradesh,North,Technology,Printers,Smartphone,5,0.1,1291.36,200.45,0.15522395,2023-07,2023
ORD-11310,12-12-2025,15-12-2025,Standard,CUST-1526,Corporate,India,Jaipur,Rajasthan,North,Office Supplies,Binders,Printer Paper,2,0.3,165.97,-4.22,-0.025426282,2025-12,2025
ORD-11198,16-02-2024,19-02-2024,First Class,CUST-1493,Corporate,India,Nagpur,Maharashtra,Central,Furniture,Storage,Filing Cabinet,3,0,265.28,37.12,0.139927624,2024-02,2024
ORD-10838,09-06-2025,11-06-2025,Standard,CUST-1050,Consumer,India,Chennai,Tamil Nadu,South,Office Supplies,Writing,Printer Paper,3,0.2,284.27,11.92,0.041931966,2025-06,2025
ORD-11622,30-06-2025,02-07-2025,First Class,CUST-1036,Consumer,India,Kolkata,West Bengal,East,Furniture,Storage,Reception Desk,3,0.05,460.35,54.33,0.118018899,2025-06,2025
ORD-10369,15-11-2023,16-11-2023,Standard,CUST-1130,Consumer,India,Lucknow,Uttar Pradesh,North,Technology,Phones,Mechanical Keyboard,1,0.05,415.17,63.62,0.153238432,2023-11,2023
ORD-11753,08-10-2025,10-10-2025,Standard,CUST-1100,Consumer,India,Jaipur,Rajasthan,North,Technology,Printers,Mechanical Keyboard,2,0.1,359.3,60.66,0.168828277,2025-10,2025
ORD-10124,02-01-2024,06-01-2024,Standard,CUST-1301,Consumer,India,Hyderabad,Telangana,South,Technology,Accessories,Tablet,3,0,282.4,44.05,0.155984419,2024-01,2024
ORD-10889,08-11-2023,11-11-2023,Standard,CUST-1259,Consumer,India,Ahmedabad,Gujarat,West,Technology,Computers,USB-C Hub,2,0,1253.34,318.54,0.254152903,2023-11,2023
ORD-10939,03-05-2024,06-05-2024,Second Class,CUST-1286,Corporate,India,Jaipur,Rajasthan,North,Technology,Printers,Tablet,3,0.1,1023.96,130.87,0.127807727,2024-05,2024
ORD-10594,01-02-2023,02-02-2023,Standard,CUST-1317,Consumer,India,Lucknow,Uttar Pradesh,North,Office Supplies,Binders,Ball Pen Set,1,0.1,40.54,4.01,0.098914652,2023-02,2023
ORD-11292,14-01-2024,15-01-2024,Standard,CUST-1572,Consumer,India,Kolkata,West Bengal,East,Technology,Computers,Tablet,2,0.15,331.35,38.67,0.116704391,2024-01,2024
ORD-11121,30-06-2024,03-07-2024,Second Class,CUST-1387,Consumer,India,Pune,Maharashtra,West,Office Supplies,Stationery,Envelope Pack,4,0.05,284.89,51.92,0.182245779,2024-06,2024
ORD-10713,19-06-2023,24-06-2023,Standard,CUST-1593,Corporate,India,Nagpur,Maharashtra,Central,Office Supplies,Writing,Sticky Notes,3,0,101.48,20.42,0.201221916,2023-06,2023
ORD-10417,10-12-2023,11-12-2023,Standard,CUST-1500,Home Office,India,Pune,Maharashtra,West,Technology,Computers,Business Laptop,1,0.05,137.97,28.72,0.208161194,2023-12,2023
ORD-12196,02-10-2023,04-10-2023,Same Day,CUST-1300,Consumer,India,Bhopal,Madhya Pradesh,Central,Technology,Accessories,Business Laptop,2,0,955.48,227.71,0.238320007,2023-10,2023
ORD-11849,07-02-2025,11-02-2025,Standard,CUST-1513,Corporate,India,Bhopal,Madhya Pradesh,Central,Technology,Printers,Tablet,1,0.15,252.57,24.42,0.096686067,2025-02,2025
ORD-11625,18-09-2023,21-09-2023,Standard,CUST-1379,Consumer,India,Jaipur,Rajasthan,North,Office Supplies,Stationery,Printer Paper,4,0,204.55,28.48,0.139232462,2023-09,2023
ORD-10602,11-06-2024,14-06-2024,Standard,CUST-1032,Home Office,India,Nagpur,Maharashtra,Central,Office Supplies,Writing,Printer Paper,2,0.05,62.03,5.55,0.089472836,2024-06,2024
ORD-12478,26-11-2024,28-11-2024,Standard,CUST-1394,Home Office,India,Bengaluru,Karnataka,South,Technology,Printers,Mechanical Keyboard,3,0.2,685.65,68.73,0.100240648,2024-11,2024
ORD-12073,24-11-2025,29-11-2025,Standard,CUST-1156,Consumer,India,Kolkata,West Bengal,East,Furniture,Tables,Standing Desk,3,0.05,1187.06,97.08,0.081781881,2025-11,2025
ORD-10910,25-02-2024,27-02-2024,Standard,CUST-1549,Consumer,India,Ahmedabad,Gujarat,West,Office Supplies,Writing,Printer Paper,4,0.15,386.02,39.07,0.101212372,2024-02,2024
ORD-11125,19-05-2025,21-05-2025,Standard,CUST-1111,Consumer,India,Bengaluru,Karnataka,South,Technology,Computers,Monitor,1,0.15,309.42,28.73,0.092851141,2025-05,2025
ORD-11964,16-08-2024,17-08-2024,Same Day,CUST-1282,Corporate,India,Kolkata,West Bengal,East,Technology,Accessories,Tablet,5,0.3,1178.39,27.86,0.023642427,2024-08,2024
ORD-11165,28-12-2024,30-12-2024,Second Class,CUST-1374,Consumer,India,Chennai,Tamil Nadu,South,Furniture,Tables,Conference Table,3,0.15,262.05,4.82,0.018393436,2024-12,2024
ORD-10881,18-09-2025,21-09-2025,Same Day,CUST-1161,Consumer,India,Ahmedabad,Gujarat,West,Furniture,Office Furniture,Executive Chair,3,0.1,227.81,-3.49,-0.015319784,2025-09,2025
ORD-10968,10-11-2025,12-11-2025,Same Day,CUST-1528,Consumer,India,Kolkata,West Bengal,East,Technology,Computers,Tablet,1,0.2,224.68,3.17,0.014108955,2025-11,2025
ORD-10071,18-11-2024,20-11-2024,Standard,CUST-1007,Corporate,India,Kolkata,West Bengal,East,Furniture,Office Furniture,Office Chair,2,0.1,576.9,-7.34,-0.012723176,2024-11,2024
ORD-12379,10-06-2025,11-06-2025,Same Day,CUST-1120,Consumer,India,Nagpur,Maharashtra,Central,Technology,Printers,Business Laptop,2,0.1,342.42,43,0.125576777,2025-06,2025
ORD-12073,11-12-2025,14-12-2025,Same Day,CUST-1309,Corporate,India,Pune,Maharashtra,West,Furniture,Chairs,Filing Cabinet,4,0.05,396.61,21.96,0.055369254,2025-12,2025
ORD-11055,07-03-2023,09-03-2023,Same Day,CUST-1482,Consumer,India,Chennai,Tamil Nadu,South,Office Supplies,Stationery,Notebook,3,0.1,47.18,5.69,0.12060195,2023-03,2023
ORD-12469,15-01-2023,17-01-2023,Second Class,CUST-1523,Corporate,India,Kolkata,West Bengal,East,Furniture,Tables,Bookshelf,4,0,2014.24,242.73,0.12050699,2023-01,2023
ORD-10904,10-04-2024,13-04-2024,First Class,CUST-1003,Consumer,India,Chennai,Tamil Nadu,South,Office Supplies,Binders,Sticky Notes,2,0,775.26,122.06,0.157443954,2024-04,2024
ORD-10885,16-05-2024,19-05-2024,Second Class,CUST-1574,Consumer,India,Bhopal,Madhya Pradesh,Central,Technology,Accessories,Mechanical Keyboard,2,0,877.61,140.39,0.159968551,2024-05,2024
ORD-10605,31-05-2025,02-06-2025,Same Day,CUST-1052,Consumer,India,Hyderabad,Telangana,South,Office Supplies,Writing,Printer Paper,3,0.05,831.46,103.27,0.124203209,2025-05,2025
ORD-12310,27-03-2024,30-03-2024,Same Day,CUST-1446,Consumer,India,Chennai,Tamil Nadu,South,Office Supplies,Paper,Desk Organizer,2,0.05,153.94,14.47,0.093997661,2024-03,2024
ORD-10177,23-09-2024,26-09-2024,Standard,CUST-1108,Corporate,India,Delhi,Delhi,North,Technology,Phones,Business Laptop,2,0.3,204.68,15.36,0.075043971,2024-09,2024
ORD-11421,07-09-2023,09-09-2023,First Class,CUST-1518,Consumer,India,Bhopal,Madhya Pradesh,Central,Technology,Accessories,Wireless Headset,1,0.3,493.75,18.24,0.036941772,2023-09,2023
ORD-10005,29-11-2023,03-12-2023,Standard,CUST-1367,Consumer,India,Ahmedabad,Gujarat,West,Office Supplies,Stationery,Notebook,4,0.2,115.89,-4.27,-0.036845284,2023-11,2023
ORD-12397,06-06-2024,08-06-2024,Standard,CUST-1462,Consumer,India,Pune,Maharashtra,West,Technology,Computers,Laser Printer,1,0.15,157.6,19.15,0.121510152,2024-06,2024
ORD-11419,06-11-2025,08-11-2025,Second Class,CUST-1294,Consumer,India,Pune,Maharashtra,West,Technology,Computers,Tablet,1,0.2,359.62,30.91,0.085951838,2025-11,2025
ORD-11431,20-03-2024,23-03-2024,Standard,CUST-1031,Consumer,India,Pune,Maharashtra,West,Technology,Accessories,Monitor,3,0,268.48,43.77,0.163028903,2024-03,2024
ORD-11884,14-08-2025,17-08-2025,Standard,CUST-1598,Corporate,India,Pune,Maharashtra,West,Technology,Printers,USB-C Hub,2,0.1,234.65,20.53,0.087492009,2025-08,2025
ORD-12105,08-10-2025,12-10-2025,Standard,CUST-1501,Home Office,India,Kolkata,West Bengal,East,Technology,Phones,Monitor,4,0.2,823.8,40.19,0.048786113,2025-10,2025
ORD-12113,24-03-2025,27-03-2025,Standard,CUST-1404,Home Office,India,Pune,Maharashtra,West,Furniture,Storage,Bookshelf,2,0.15,319.3,0.78,0.002442844,2025-03,2025
ORD-10741,30-06-2025,02-07-2025,First Class,CUST-1204,Corporate,India,Nagpur,Maharashtra,Central,Furniture,Chairs,Filing Cabinet,3,0.3,1283.22,-81.51,-0.063519895,2025-06,2025
ORD-10998,15-11-2023,18-11-2023,Second Class,CUST-1241,Consumer,India,Nagpur,Maharashtra,Central,Office Supplies,Paper,Notebook,2,0.05,393.16,66.97,0.170337776,2023-11,2023
ORD-12184,31-08-2023,04-09-2023,Standard,CUST-1412,Consumer,India,Chennai,Tamil Nadu,South,Office Supplies,Paper,File Binder,3,0.15,130.58,14.15,0.10836269,2023-08,2023
ORD-10044,01-07-2024,05-07-2024,First Class,CUST-1257,Corporate,India,Delhi,Delhi,North,Furniture,Chairs,Bookshelf,1,0,192.52,27.8,0.144400582,2024-07,2024
ORD-10909,26-09-2023,28-09-2023,Second Class,CUST-1383,Corporate,India,Jaipur,Rajasthan,North,Technology,Phones,Wireless Headset,3,0.15,469.5,60.21,0.128242812,2023-09,2023
ORD-11874,15-03-2024,18-03-2024,Standard,CUST-1414,Consumer,India,Mumbai,Maharashtra,West,Office Supplies,Binders,Envelope Pack,5,0.2,434.39,18.76,0.043186998,2024-03,2024
ORD-11640,18-09-2025,20-09-2025,Standard,CUST-1274,Consumer,India,Lucknow,Uttar Pradesh,North,Technology,Printers,Smartphone,4,0.05,1291.29,190.29,0.147364264,2025-09,2025
ORD-11574,16-06-2025,19-06-2025,Standard,CUST-1295,Consumer,India,Jaipur,Rajasthan,North,Technology,Printers,Monitor,2,0.05,1132.27,190.53,0.168272585,2025-06,2025
ORD-10510,22-05-2025,25-05-2025,Second Class,CUST-1583,Corporate,India,Jaipur,Rajasthan,North,Office Supplies,Paper,Envelope Pack,2,0.3,106.29,-4.16,-0.039138207,2025-05,2025
ORD-10125,16-06-2024,19-06-2024,Same Day,CUST-1266,Consumer,India,Chennai,Tamil Nadu,South,Technology,Accessories,USB-C Hub,2,0,751.83,194.99,0.259353843,2024-06,2024
ORD-10352,13-04-2025,17-04-2025,Standard,CUST-1493,Corporate,India,Bhopal,Madhya Pradesh,Central,Technology,Printers,Mechanical Keyboard,2,0.05,803.16,103.29,0.128604512,2025-04,2025
ORD-11883,18-05-2025,20-05-2025,Standard,CUST-1595,Consumer,India,Pune,Maharashtra,West,Office Supplies,Binders,Envelope Pack,1,0.15,48.57,11.14,0.229359687,2025-05,2025
ORD-12173,09-05-2025,12-05-2025,Same Day,CUST-1321,Corporate,India,Kolkata,West Bengal,East,Furniture,Storage,Executive Chair,1,0.15,92.35,-0.24,-0.002598809,2025-05,2025
ORD-11193,25-05-2024,28-05-2024,Standard,CUST-1042,Consumer,India,Chennai,Tamil Nadu,South,Office Supplies,Binders,Ball Pen Set,3,0.15,143.93,9.89,0.068713958,2024-05,2024
ORD-10530,06-12-2023,08-12-2023,Standard,CUST-1028,Home Office,India,Bhopal,Madhya Pradesh,Central,Office Supplies,Stationery,Desk Organizer,3,0.3,1020.04,-5.25,-0.005146857,2023-12,2023
ORD-11141,17-09-2025,19-09-2025,Standard,CUST-1384,Home Office,India,Kolkata,West Bengal,East,Technology,Computers,Business Laptop,5,0.2,1338.3,103.95,0.077673167,2025-09,2025
ORD-10661,12-05-2024,15-05-2024,Standard,CUST-1394,Home Office,India,Nagpur,Maharashtra,Central,Furniture,Office Furniture,Executive Chair,2,0,157.53,24.62,0.156287691,2024-05,2024
ORD-10568,02-05-2025,05-05-2025,Second Class,CUST-1449,Home Office,India,Mumbai,Maharashtra,West,Furniture,Office Furniture,Standing Desk,4,0.1,309.84,11.39,0.036760909,2025-05,2025
ORD-11625,23-03-2025,27-03-2025,Standard,CUST-1129,Consumer,India,Hyderabad,Telangana,South,Office Supplies,Binders,Sticky Notes,2,0.3,225.65,-3.6,-0.015953911,2025-03,2025
ORD-11170,23-12-2023,24-12-2023,Standard,CUST-1026,Corporate,India,Lucknow,Uttar Pradesh,North,Furniture,Office Furniture,Reception Desk,4,0.2,406.54,1.17,0.002877946,2023-12,2023
ORD-11778,10-05-2024,13-05-2024,Standard,CUST-1102,Corporate,India,Hyderabad,Telangana,South,Office Supplies,Binders,Ball Pen Set,4,0,1398.24,272.88,0.195159629,2024-05,2024
ORD-11383,28-12-2023,01-01-2024,First Class,CUST-1581,Consumer,India,Chennai,Tamil Nadu,South,Technology,Printers,Smartphone,5,0.15,1857.32,164.76,0.088708462,2023-12,2023
ORD-12009,01-07-2024,03-07-2024,Same Day,CUST-1146,Consumer,India,Pune,Maharashtra,West,Technology,Computers,Monitor,3,0.15,1466.02,123.98,0.084569105,2024-07,2024
ORD-11573,19-01-2024,20-01-2024,Standard,CUST-1382,Consumer,India,Lucknow,Uttar Pradesh,North,Office Supplies,Paper,File Binder,4,0.1,119.43,14.97,0.125345391,2024-01,2024
ORD-12148,05-07-2025,07-07-2025,Standard,CUST-1036,Corporate,India,Jaipur,Rajasthan,North,Office Supplies,Stationery,Desk Organizer,2,0.3,97.7,-1.84,-0.018833163,2025-07,2025
ORD-10895,19-10-2024,23-10-2024,Standard,CUST-1518,Consumer,India,Bengaluru,Karnataka,South,Furniture,Storage,Reception Desk,3,0.05,405.96,9.32,0.022957927,2024-10,2024
ORD-10059,18-03-2023,23-03-2023,Standard,CUST-1026,Consumer,India,Delhi,Delhi,North,Office Supplies,Stationery,Envelope Pack,4,0,354.49,69.48,0.195999887,2023-03,2023
ORD-10407,31-12-2024,01-01-2025,Second Class,CUST-1506,Corporate,India,Bhopal,Madhya Pradesh,Central,Technology,Printers,Mechanical Keyboard,3,0.15,343.72,27.91,0.081199814,2024-12,2024
